name,title,description,datatype,required
route_id,Ідентифікатор маршруту,Унікальний ідентифікатор маршруту з таблиці routes (колонка route_id). Наприклад: 12А.,string,true
service_id,Тижневий графік роботи,"Ідентифікатор тижневого графіка роботи, маршруту з таблиці calendar (колонка service_id). Він показує, в які дні тижня відбуваються рейси. Наприклад: пн-вт-ср-чт-пт.",string,true
trip_id,Ідентифікатор рейсу,"Унікальний ідентифікатор рейсу. Це може бути порядковий номер рейсу протягом доби. Наприклад, перший рейс позначається: 01, другий 02, третій — 03 і так далі.",string,true
trip_headsign,Кінцева зупинка,"Якщо різні рейси на маршруті мають різні кінцеві зупинки, необхідно вказати кінцеву зупинку даного рейсу. В іншому випадку вказати кінцеву зупинку для всього маршруту. Наприклад: Індустріальний мікрорайон.",string,false
direction_id,Напрямок руху,"Для позначення рейсів у напрямку маршруту використовується 0, у зворотному напрямку — 1. Наприклад: 0.",integer,false
block_id,Блок рейсів,"Якщо один транспортний засіб виконує два і більше послідовних рейси за певним тижневим графіком, їх можна об’єднати у блоки. Кожен блок позначається довільним ідентифікатором. Наприклад: АВ1234ЕІ-01.",string,false
shape_id,Лінія маршруту,"Якщо розпорядник використовує повну версію GTFS, необхідно зазначити ідентифікатор лінії маршруту з таблиці shapes. В іншому випадку лишити колонку вільною.",string,false
wheelchair_accessible,Доступність,"Можливість проїзду для маломобільних груп населення кодується цифрами: 0 — невідомо, 1 — хоча б один пасажир, що належить до маломобільних груп, може здійснити поїздку; 2 — немає можливості проїзду для маломобільних груп. Наприклад: 1. Незаповнена колонка означає «невідомо».",integer,false
bikes_allowed,Перевезення велосипедів,"Для позначення можливості перевезення велосипедів використовуються кодування: 0 — невідомо, 1 — можна взяти в поїздку щонайменше 1 велосипед, 2 — перевезення велосипедів заборонено. Наприклад: 1. Незаповнена колонка означає «невідомо».",integer,false
